time, altitude, axis Z angle, vertical acc, vertical vel, horizontal acc, horizontal vel, fuel weight
83.0, 26354.821244848412, 166.0, 0.18611138218874168, -42.300242579815055, -1.2085004638602523, 1579.2584695863088, 200.31600000000532
84.0, 26312.76690904162, 167.0, 0.16393784868194725, -42.13630473113311, -1.2141034663919235, 1578.044366119917, 200.15700000000533
85.0, 26270.87495588481, 167.0, 0.1629010495488868, -41.97340368158422, -1.2146323527177563, 1576.8297337671993, 199.99800000000533
86.0, 26229.11246590283, 168.0, 0.14060913306736014, -41.832794548516866, -1.2198727612285833, 1575.6098610059707, 199.83900000000534
87.0, 26187.48900801596, 168.0, 0.13955777443209716, -41.69323677408477, -1.220404624146855, 1574.389456381824, 199.68000000000535
88.0, 26145.971502315013, 169.0, 0.11715404875789127, -41.57608272532688, -1.225280212851058, 1573.164176168973, 199.52100000000536
89.0, 26104.569552204262, 169.0, 0.11608840971665572, -41.459994315610224, -1.2258148996566067, 1571.9383612693164, 199.36200000000537
90.0, 26063.249927129513, 170.0, 0.09357949390591054, -41.36641482170431, -1.2303235492858324, 1570.7080377200305, 199.20300000000537
91.0, 26022.0222620952, 170.0, 0.09249985826052698, -41.27391496344379, -1.2308609058810143, 1569.4771768141495, 199.04400000000538
92.0, 25980.85318575385, 171.0, 0.06989241472875071, -41.20402254871504, -1.2350006045063167, 1568.2421762096433, 198.8850000000054
93.0, 25939.752361811505, 171.0, 0.06879907091354284, -41.135223477801496, -1.235540475442451, 1567.006635734201, 198.7260000000054
94.0, 25898.68628803896, 172.0, 0.04609980350463211, -41.089123674296864, -1.2393093192655216, 1565.7673264149355, 198.5670000000054
95.0, 25857.66465393143, 172.0, 0.044993044511867586, -41.044130629784995, -1.2398515477848802, 1564.5274748671507, 198.40800000000542
96.0, 25816.653836346475, 173.0, 0.022208696551420798, -41.02192193323357, -1.2432477418982428, 1563.2842271252525, 198.24900000000542
97.0, 25775.663547643024, 173.0, 0.021088819855313773, -41.000833113378256, -1.2437921699765755, 1562.040434955276, 198.09000000000543
98.0, 25734.660053787928, 174.0, -0.0017738278112080508, -41.00260694118946, -1.2468140290924654, 1560.7936209261834, 197.93100000000544
99.0, 25693.65308706624, 174.0, -0.002906520331915796, -41.00551346152138, -1.247360497482048, 1559.5462604287013, 197.77200000000545
100.0, 25652.608812627743, 175.0, -0.025840651315624574, -41.03135411283701, -1.2500064466297054, 1558.2962539820717, 197.61300000000546
101.0, 25611.53697973472, 175.0, -0.026985853456486436, -41.058339966293495, -1.2505547949029046, 1557.0456991871688, 197.45400000000546
102.0, 25570.4036628417, 176.0, -0.049984617815532775, -41.10832458410903, -1.2528233700940206, 1555.7928758170747, 197.29500000000547
103.0, 25529.218625228903, 176.0, -0.05114201912660232, -41.15946660323563, -1.2533734366873581, 1554.5395023803874, 197.13600000000548
104.0, 25487.947860822613, 177.0, -0.07419853537009873, -41.23366513860573, -1.255263285549425, 1553.2842390948379, 196.9770000000055
105.0, 25446.60114395215, 177.0, -0.07536782123749591, -41.30903295984323, -1.2558149078081362, 1552.0284241870297, 196.8180000000055
106.0, 25405.144398224795, 178.0, -0.09847517834233148, -41.40750813818556, -1.2573247901854554, 1550.7710993968442, 196.6590000000055
107.0, 25363.5874060415, 178.0, -0.09965603007115192, -41.507164168256715, -1.2578778044085246, 1549.5132215924357, 196.5000000000055
108.0, 25321.896030938977, 179.0, -0.12280728951110802, -41.62997145776782, -1.2590065929306418, 1548.254214999505, 196.34100000000552
109.0, 25280.080060404594, 179.0, -0.12399938440965064, -41.75397084217747, -1.2595608344163083, 1546.9946541650886, 196.18200000000553
110.0, 25238.171285434848, 178.0, -0.10320275171186187, -41.857173593889335, -1.2595397697478599, 1545.7351143953408, 196.02300000000554
111.0, 25196.157533365153, 178.0, -0.10438565053665672, -41.96155924442599, -1.2600947345639397, 1544.475019660777, 195.86400000000555
112.0, 25154.070613913587, 177.0, -0.08357347142723691, -42.04513271585323, -1.2596898804100973, 1543.2153297803668, 195.70500000000555
113.0, 25111.898361027423, 177.0, -0.08474678020857654, -42.129879496061804, -1.2602454009012, 1541.9550843794657, 195.54600000000556
114.0, 25069.672593498402, 176.0, -0.06392535530670294, -42.193804851368505, -1.2594562036594357, 1540.6956281758062, 195.38700000000557
115.0, 25027.381155623672, 176.0, -0.06508868224112643, -42.25889353360963, -1.260012111407811, 1539.4356160643983, 195.22800000000558
116.0, 24985.055865600993, 175.0, -0.044264326047023614, -42.30315785965665, -1.258838132779376, 1538.176777931619, 195.0690000000056
117.0, 24942.6845818189, 175.0, -0.04541728162438885, -42.34857514128104, -1.259394258652822, 1536.9173836729663, 194.9100000000056
118.0, 24900.29911219665, 174.0, -0.024596320643406805, -42.37317146192444, -1.2578351759760424, 1535.6595484969903, 194.7510000000056
119.0, 24857.887332958067, 174.0, -0.02573851777353492, -42.398909979697976, -1.258391350176192, 1534.401157146814, 194.5920000000056
120.0, 24815.48103204542, 173.0, -0.004927288633393118, -42.40383726833137, -1.2564469567257164, 1533.1447101900883, 194.43300000000562
121.0, 24773.06810726293, 173.0, -0.006058342772244707, -42.409895611103614, -1.2570030088366941, 1531.8877071812517, 194.27400000000563
122.0, 24730.680316866325, 172.0, 0.014736809665994305, -42.39515880143762, -1.254673214088544, 1530.633033967163, 194.11500000000564
123.0, 24688.30558398547, 172.0, 0.013617280390649217, -42.38154152104697, -1.255228973125975, 1529.3778049940372, 193.95600000000564
124.0, 24645.975627471817, 171.0, 0.034390004927336154, -42.34715151611963, -1.2525138029882652, 1528.125291191049, 193.79700000000565
125.0, 24603.678399525084, 171.0, 0.03328237959079608, -42.31386913652884, -1.2530690974486267, 1526.8722220936004, 193.63800000000566
126.0, 24561.445569869436, 170.0, 0.0540263205876208, -42.25984281594121, -1.2499686944578277, 1525.6222533991427, 193.47900000000567
127.0, 24519.26512351651, 170.0, 0.052930975343716435, -42.2069118405975, -1.2505233523681278, 1524.3717300467745, 193.32000000000568
128.0, 24477.168671337855, 169.0, 0.07363977462824814, -42.13327206596925, -1.2470379758507488, 1523.1246920709236, 193.16100000000569
129.0, 24435.144234895764, 169.0, 0.07255708258543356, -42.06071498338382, -1.2475918248185205, 1521.877100246105, 193.0020000000057
130.0, 24393.22335648442, 168.0, 0.09322438135971542, -41.9674906020241, -1.2437218510181127, 1520.633378395087, 192.8430000000057
131.0, 24351.394097951084, 168.0, 0.09215471245782339, -41.87533588956627, -1.244274718281708, 1519.3891036768052, 192.6840000000057
132.0, 24309.687923291334, 167.0, 0.11277415321046155, -41.76256173635581, -1.2400206404510872, 1518.149083036354, 192.52500000000572
133.0, 24268.092938366124, 167.0, 0.1117178740981655, -41.650843862257645, -1.240572352930259, 1516.9085106834239, 192.36600000000573
134.0, 24226.640519157645, 166.0, 0.132283102519344, -41.5185607597383, -1.2359347813888621, 1515.672575902035, 192.20700000000573
135.0, 24185.318819262557, 166.0, 0.13124057643236214, -41.38732018330594, -1.236485165735619, 1514.4360907362995, 192.04800000000574
136.0, 24144.159116944247, 165.0, 0.15174524333122827, -41.23557493997471, -1.2314648278919187, 1513.2046259084077, 191.88900000000575
137.0, 24103.14961724923, 165.0, 0.15071682997131422, -41.084858110003395, -1.232013710541639, 1511.972612197866, 191.73000000000576
138.0, 24062.32149102902, 164.0, 0.1711545931951555, -40.91370351680824, -1.2266114508805486, 1510.7460007469856, 191.57100000000577
139.0, 24021.662998485124, 164.0, 0.17014064860990785, -40.74356286819833, -1.2271586581033411, 1509.5188420888824, 191.41200000000578
140.0, 23981.205193379374, 163.0, 0.19050517496456196, -40.55305769323377, -1.2213754381385533, 1508.297466650744, 191.25300000000578
141.0, 23940.93639476328, 163.0, 0.1895060514280971, -40.36355164180567, -1.221920796090847, 1507.075545854653, 191.0940000000058
142.0, 23900.887529649375, 162.0, 0.20979101859901972, -40.15376062320665, -1.2157576942820678, 1505.859788160371, 190.9350000000058
143.0, 23861.046979622908, 162.0, 0.20880706449354366, -39.94495355871311, -1.2163010290584182, 1504.6434871313124, 190.7760000000058
144.0, 23821.445535308645, 161.0, 0.22900616296696583, -39.71594739574614, -1.2097592406934485, 1503.433727890619, 190.61700000000582
145.0, 23782.071644496897, 161.0, 0.22803772266528427, -39.48790967308086, -1.2103003783785484, 1502.2234275122403, 190.45800000000582
146.0, 23742.95595181029, 160.0, 0.24814465764888557, -39.23976501543197, -1.203381215420199, 1501.02004629682, 190.29900000000583
147.0, 23704.086974901955, 160.0, 0.24719207139789007, -38.99257294403408, -1.2039199821410747, 1499.816126314679, 190.14000000000584
148.0, 23665.495202805032, 159.0, 0.26720056474041687, -38.72537237929367, -1.1966248730388944, 1498.61950144164, 189.98100000000585
149.0, 23627.169226678558, 159.0, 0.26626416854558477, -38.459108210748084, -1.1971610950172757, 1497.4223403466228, 189.82200000000586
150.0, 23589.076639315583, 160.0, 0.24434723184805748, -38.214760978900024, -1.20553918073659, 1496.2168011658862, 189.66300000000587
151.0, 23551.226968270006, 160.0, 0.24339328888270007, -37.971367690017324, -1.206079881912704, 1495.0107212839735, 189.50400000000587
152.0, 23513.58756038833, 161.0, 0.22130653889281043, -37.75006115112451, -1.2141019399107704, 1493.7966193440627, 189.34500000000588
153.0, 23476.168002175007, 161.0, 0.22033529186931097, -37.5297258592552, -1.2146469705117706, 1492.581972373551, 189.1860000000059
154.0, 23438.93540402689, 162.0, 0.19808514076036643, -37.33164071849483, -1.2223099224474054, 1491.3596624511035, 189.0270000000059
155.0, 23401.899408565263, 162.0, 0.1970968379098681, -37.134543880584964, -1.2228591308462127, 1490.1368033202573, 188.8680000000059
156.0, 23365.02689932283, 163.0, 0.17468975876895798, -36.95985412181601, -1.230160001479108, 1488.9066433187782, 188.70900000000591
157.0, 23328.327572181686, 163.0, 0.1736846537806434, -36.78616946803537, -1.2307132342332734, 1487.675930084545, 188.55000000000592
158.0, 23291.768093481805, 164.0, 0.15112717876936665, -36.635042289266, -1.2376491525022646, 1486.4382809320427, 188.39100000000593
159.0, 23255.358209488633, 164.0, 0.15010553072806274, -36.48493675853794, -1.2382062543935082, 1485.2000746776491, 188.23200000000594
160.0, 23219.06437910393, 165.0, 0.1274042492223519, -36.35753250931559, -1.24477445446556, 1483.9553002231835, 188.07300000000595
161.0, 23182.89639607843, 165.0, 0.12636632254447816, -36.23116618677111, -1.2453352685399806, 1482.7099649546435, 187.91400000000596
162.0, 23146.820521710542, 166.0, 0.10352787925403645, -36.127638307517074, -1.2515330908295301, 1481.458431863814, 187.75500000000596
163.0, 23110.846594318456, 166.0, 0.10247394362190904, -36.025164363895165, -1.2520974584384703, 1480.2063344053754, 187.59600000000597
164.0, 23074.940687509596, 167.0, 0.07950503668978218, -35.945659327205384, -1.257922350596772, 1478.9484120547786, 187.43700000000598
165.0, 23039.112681232866, 167.0, 0.07843536698429399, -35.86722396022109, -1.2584901114383371, 1477.6899219433403, 187.278000000006
166.0, 23003.328471391746, 168.0, 0.05534274606711112, -35.81188121415398, -1.2639396293124598, 1476.4259823140278, 187.119000000006
167.0, 22967.59797661104, 168.0, 0.05425762229879777, -35.75762359185518, -1.264510621473673, 1475.1614716925542, 186.960000000006
168.0, 22931.886925149127, 169.0, 0.031048086628223198, -35.726575505226954, -1.2695824300348193, 1473.8918892625193, 186.801000000006
169.0, 22896.2052713347, 169.0, 0.02994779386673868, -35.696627711360215, -1.2701564900344084, 1472.6217327724848, 186.64200000000602
170.0, 22860.51858590878, 170.0, 0.00662819029266673, -35.68999952106755, -1.2748483642752195, 1471.3468844082097, 186.48300000000603
171.0, 22824.836855915604, 170.0, 0.005513018594680619, -35.684486502472865, -1.2754253271070206, 1470.0714590811026, 186.32400000000604
172.0, 22789.125504772546, 171.0, -0.01790976038926015, -35.70239626286212, -1.2797351529075505, 1468.791723928195, 186.16500000000605
173.0, 22753.394549235603, 171.0, -0.01903951605372403, -35.72143577891585, -1.2803148520845227, 1467.5114090761106, 186.00600000000605
174.0, 22717.609275655235, 172.0, -0.04255853430181075, -35.76399431321766, -1.2842406270465665, 1466.227168449064, 185.84700000000606
175.0, 22681.77972748083, 172.0, -0.043702574124576676, -35.80769688734223, -1.2848228946454021, 1464.9423455544186, 185.68800000000607
176.0, 22645.871064312716, 173.0, -0.06731085384720983, -35.87500774118944, -1.288362728894881, 1463.6539828255236, 185.52900000000608
177.0, 22609.89335326164, 173.0, -0.06846887325867296, -35.943476614448116, -1.2889473956012034, 1462.3650354299225, 185.3700000000061
178.0, 22573.811637551622, 174.0, -0.09215939704660334, -36.03563601149472, -1.2920995125583048, 1461.0729359173642, 185.2110000000061
179.0, 22537.636004909935, 174.0, -0.09333108679395785, -36.128967098288676, -1.292686407712444, 1459.7802495096519, 185.0520000000061
180.0, 22501.33139261216, 175.0, -0.11709679965794606, -36.24606389794662, -1.2954491448292373, 1458.4848003648226, 184.8930000000061
181.0, 22464.907905945383, 175.0, -0.11828184588489486, -36.364345743831514, -1.2960380964725657, 1457.18876226835, 184.73400000000612
182.0, 22428.33038671559, 176.0, -0.14211565731022915, -36.50646140114174, -1.298409905937816, 1455.8903523624122, 184.57500000000613
183.0, 22391.60895470199, 176.0, -0.14331374163815774, -36.6497751427799, -1.2990007408596402, 1454.5913516215526, 184.41600000000614
184.0, 22354.708366767733, 177.0, -0.1672085276534332, -36.81698367043334, -1.3009801902705544, 1453.290371431282, 184.25700000000614
185.0, 22317.638754106403, 177.0, -0.16841932726402686, -36.98540299769736, -1.301572734055546, 1451.9887986972265, 184.09800000000615
186.0, 22280.36479920992, 178.0, -0.19236793252361223, -37.17777093022097, -1.3031585070561917, 1450.6856401901703, 183.93900000000616
187.0, 22242.896641599335, 178.0, -0.1935911202428945, -37.371362050463866, -1.3037525841323485, 1449.381887606038, 183.78000000000617
188.0, 22205.267194276646, 177.0, -0.17205684814910277, -37.54341889861297, -1.303353608398011, 1448.0785339976399, 183.62100000000618
189.0, 22167.463870676667, 177.0, -0.173269800910531, -37.7166886995235, -1.303948316640905, 1446.774585680999, 183.46200000000619
190.0, 22129.519594547055, 176.0, -0.15172495339161596, -37.868413652915116, -1.303151689386, 1445.4714339916131, 183.3030000000062
191.0, 22091.42178999862, 176.0, -0.1529272636789032, -38.02134091659402, -1.3037468486264647, 1444.1676871429868, 183.1440000000062
192.0, 22053.203381525313, 175.0, -0.13137837114289508, -38.152719287736915, -1.3025520859569697, 1442.8651350570299, 182.9850000000062
193.0, 22014.851807786767, 175.0, -0.13256963387273793, -38.285288921609656, -1.3031475152281202, 1441.5619875418017, 182.82600000000622
194.0, 21976.399984005388, 174.0, -0.11102323984573467, -38.39631216145539, -1.3015542527549528, 1440.260433289047, 182.66700000000623
195.0, 21937.835367265183, 174.0, -0.11220305249999318, -38.508515213955384, -1.3021497703435785, 1438.9582835187034, 182.50800000000623
196.0, 21899.190853483702, 173.0, -0.09066571168260387, -38.59918092563799, -1.300157763508153, 1437.6581257551952, 182.34900000000624
197.0, 21860.453922046403, 173.0, -0.09183367443999657, -38.691014600077985, -1.3007531870065192, 1436.3573725681888, 182.19000000000625
198.0, 21821.65743952019, 172.0, -0.0703119507569874, -38.76132655083497, -1.2983623113710487, 1435.0590102568178, 182.03100000000626
199.0, 21782.78891146942, 172.0, -0.07146766662425555, -38.83279421745923, -1.2989574577290943, 1433.7600527990887, 181.87200000000627
200.0, 21743.881165055056, 171.0, -0.04996813126795768, -38.88276234872719, -1.2961677092314956, 1432.4638850898573, 181.71300000000628
201.0, 21704.921735897013, 171.0, -0.05111120621046078, -38.93387355493765, -1.2967623948094078, 1431.167122695048, 181.55400000000628
202.0, 21665.943401688557, 170.0, -0.02964043567851335, -38.963513990616164, -1.2935738899826685, 1429.8735488050652, 181.3950000000063
203.0, 21626.933731979814, 170.0, -0.030770478750213104, -38.99428446936638, -1.2941679306038267, 1428.5793808744613, 181.2360000000063
204.0, 21587.92544493113, 169.0, -0.009335052878215733, -39.00361952224459, -1.2905809067597065, 1427.2887999677016, 181.0770000000063
205.0, 21548.90614789436, 169.0, -0.010451676351006356, -39.014071198595595, -1.2911741177639757, 1425.9976258499375, 180.91800000000632
206.0, 21509.90848943125, 168.0, 0.010941823659341487, -39.00312937493625, -1.287188933140926, 1424.7104369167967, 180.75900000000632
207.0, 21470.920118562564, 168.0, 0.009839004166996623, -38.99329037076925, -1.2877811294382913, 1423.4226557873583, 180.60000000000633
208.0, 21431.97360418838, 167.0, 0.031183997723697676, -38.96210637304556, -1.283398263313486, 1422.1392575240448, 180.44100000000634
209.0, 21393.056640860013, 167.0, 0.030095363118864293, -38.93201100992669, -1.283989259438007, 1420.8552682646068, 180.28200000000635
210.0, 21354.201707758413, 166.0, 0.051385272218774536, -38.880625737707916, -1.2792093122033892, 1419.5760589524034, 180.12300000000636
211.0, 21315.396548820416, 166.0, 0.050311199806922, -38.830314537900996, -1.279798922367465, 1418.296260030036, 179.96400000000637
212.0, 21276.67354345904, 165.0, 0.07153945101768416, -38.75877508688331, -1.274622615569722, 1417.021637414466, 179.80500000000637
213.0, 21238.020488843722, 165.0, 0.07048031437637764, -38.688294772506936, -1.2752106537186503, 1415.7464267607475, 179.64600000000638
